district_number,district_name,station_number,station_name,last_name,first_name,party_name,votes
48001,Banff--Airdrie, 70A,Airdrie,Raynolds,Marlo,Liberal,42
48001,Banff--Airdrie, 70A,Airdrie,Richards,Blake,Conservative,123
48001,Banff--Airdrie, 70B,Airdrie,Boissonneault,Joanne,NDP,7
48001,Banff--Airdrie, 70B,Airdrie,MacDonald,Mike,Green Party,3
48001,Banff--Airdrie, 70B,Airdrie,Raynolds,Marlo,Liberal,53
48001,Banff--Airdrie, 70B,Airdrie,Richards,Blake,Conservative,127
48001,Banff--Airdrie,71,Airdrie,Boissonneault,Joanne,NDP,10
48001,Banff--Airdrie,71,Airdrie,MacDonald,Mike,Green Party,4
48001,Banff--Airdrie,71,Airdrie,Raynolds,Marlo,Liberal,33
48001,Banff--Airdrie,71,Airdrie,Richards,Blake,Conservative,143
48001,Banff--Airdrie,72,Airdrie,Boissonneault,Joanne,NDP,4
48001,Banff--Airdrie,72,Airdrie,MacDonald,Mike,Green Party,9
48001,Banff--Airdrie,72,Airdrie,Raynolds,Marlo,Liberal,56
48001,Banff--Airdrie,72,Airdrie,Richards,Blake,Conservative,133
48001,Banff--Airdrie,73,Airdrie,Boissonneault,Joanne,NDP,12
48001,Banff--Airdrie,73,Airdrie,MacDonald,Mike,Green Party,8
48001,Banff--Airdrie,73,Airdrie,Raynolds,Marlo,Liberal,81
48001,Banff--Airdrie,73,Airdrie,Richards,Blake,Conservative,180
48001,Banff--Airdrie,74,Airdrie,Boissonneault,Joanne,NDP,15
48001,Banff--Airdrie,74,Airdrie,MacDonald,Mike,Green Party,2
48001,Banff--Airdrie,74,Airdrie,Raynolds,Marlo,Liberal,63
48001,Banff--Airdrie,74,Airdrie,Richards,Blake,Conservative,125
48001,Banff--Airdrie,75,Airdrie,Boissonneault,Joanne,NDP,3
48001,Banff--Airdrie,75,Airdrie,MacDonald,Mike,Green Party,9
48001,Banff--Airdrie,75,Airdrie,Raynolds,Marlo,Liberal,43
48001,Banff--Airdrie,75,Airdrie,Richards,Blake,Conservative,295
48001,Banff--Airdrie,76,Airdrie,Boissonneault,Joanne,NDP,24
48001,Banff--Airdrie,76,Airdrie,MacDonald,Mike,Green Party,16
48001,Banff--Airdrie,76,Airdrie,Raynolds,Marlo,Liberal,47
48001,Banff--Airdrie,76,Airdrie,Richards,Blake,Conservative,238
48001,Banff--Airdrie,77,Airdrie,Boissonneault,Joanne,NDP,17
48001,Banff--Airdrie,77,Airdrie,MacDonald,Mike,Green Party,14
48001,Banff--Airdrie,77,Airdrie,Raynolds,Marlo,Liberal,30
48001,Banff--Airdrie,77,Airdrie,Richards,Blake,Conservative,117
48001,Banff--Airdrie,78,Airdrie,Boissonneault,Joanne,NDP,15
48001,Banff--Airdrie,78,Airdrie,MacDonald,Mike,Green Party,16
48001,Banff--Airdrie,78,Airdrie,Raynolds,Marlo,Liberal,24
48001,Banff--Airdrie,78,Airdrie,Richards,Blake,Conservative,151
48001,Banff--Airdrie,79,Airdrie,Boissonneault,Joanne,NDP,14
48001,Banff--Airdrie,79,Airdrie,MacDonald,Mike,Green Party,18
48001,Banff--Airdrie,79,Airdrie,Raynolds,Marlo,Liberal,60
48001,Banff--Airdrie,79,Airdrie,Richards,Blake,Conservative,172
48001,Banff--Airdrie,80,Airdrie,Boissonneault,Joanne,NDP,15
48001,Banff--Airdrie,80,Airdrie,MacDonald,Mike,Green Party,5
48001,Banff--Airdrie,80,Airdrie,Raynolds,Marlo,Liberal,34
48001,Banff--Airdrie,80,Airdrie,Richards,Blake,Conservative,171
48001,Banff--Airdrie,81,Airdrie,Boissonneault,Joanne,NDP,13
